tag,sentence,,,,,
O,at,,,,,
O,the,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,the,,,,,
O,consideration,,,,,
O,received,,,,,
O,or,,,,,
O,receivable,,,,,
O,net,,,,,
O,of,,,,,
O,the,,,,,
O,amount,,,,,
O,of,,,,,
O,goods,,,,,
O,and,,,,,
O,services,,,,,
O,tax,,,,,
O,(,,,,,
O,GST,,,,,
O,),,,,,
O,.,,,,,
O,Interest,,,,,
O,Interest,,,,,
O,revenue,,,,,
O,is,,,,,
O,recognised,,,,,
O,as,,,,,
O,interest,,,,,
O,accrues,,,,,
O,using,,,,,
O,the,,,,,
O,effective,,,,,
O,interest,,,,,
O,method.,,,,,
O,This,,,,,
O,is,,,,,
O,a,,,,,
O,method,,,,,
O,of,,,,,
O,calculating,,,,,
O,the,,,,,
O,amortised,,,,,
O,cost,,,,,
O,of,,,,,
O,a,,,,,
O,financial,,,,,
O,asset,,,,,
O,and,,,,,
O,allocating,,,,,
O,the,,,,,
O,interest,,,,,
O,income,,,,,
O,over,,,,,
O,the,,,,,
O,relevant,,,,,
O,period,,,,,
O,using,,,,,
O,the,,,,,
O,effective,,,,,
O,interest,,,,,
O,rate,,,,,
O,",",,,,,
O,which,,,,,
O,is,,,,,
O,the,,,,,
O,rate,,,,,
O,that,,,,,
O,exactly,,,,,
O,discounts,,,,,
O,estimated,,,,,
O,future,,,,,
O,cash,,,,,
O,receipts,,,,,
O,through,,,,,
O,the,,,,,
O,expected,,,,,
O,life,,,,,
O,of,,,,,
O,the,,,,,
O,financial,,,,,
O,asset,,,,,
O,to,,,,,
O,the,,,,,
O,net,,,,,
O,carrying,,,,,
O,amount,,,,,
O,of,,,,,
O,the,,,,,
O,financial,,,,,
O,asset.,,,,,
O,Other,,,,,
O,revenue,,,,,
O,Other,,,,,
O,revenue,,,,,
O,is,,,,,
O,recognised,,,,,
O,when,,,,,
O,it,,,,,
O,is,,,,,
O,received,,,,,
O,or,,,,,
O,when,,,,,
O,the,,,,,
O,right,,,,,
O,to,,,,,
O,receive,,,,,
O,payment,,,,,
O,is,,,,,
O,established.,,,,,
O,NOTE,,,,,
O,5.,,,,,
O,OTHER,,,,,
O,INCOME,,,,,
O,Net,,,,,
O,gain,,,,,
O,on,,,,,
O,disposal,,,,,
O,of,,,,,
O,Four,,,,,
O,Mile,,,,,
O,Project,,,,,
O,49,,,,,
O,",",,,,,
O,619,,,,,
O,",",,,,,
O,779,,,,,
O,-,,,,,
O,Refer,,,,,
O,to,,,,,
O,Note,,,,,
O,12,,,,,
O,for,,,,,
O,further,,,,,
O,details,,,,,
O,NOTE,,,,,
O,6.,,,,,
O,CHANGES,,,,,
O,IN,,,,,
O,ACCOUNTING,,,,,
O,POLICY,,,,,
O,As,,,,,
O,explained,,,,,
O,in,,,,,
O,note,,,,,
O,1,,,,,
O,",",,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,has,,,,,
O,adopted,,,,,
O,AASB,,,,,
O,9,,,,,
O,as,,,,,
O,issued,,,,,
O,in,,,,,
O,December,,,,,
O,2014,,,,,
O,",",,,,,
O,which,,,,,
O,resulted,,,,,
O,in,,,,,
O,changes,,,,,
O,in,,,,,
O,accounting,,,,,
O,policies,,,,,
O,and,,,,,
O,adjustments,,,,,
O,to,,,,,
O,the,,,,,
O,amounts,,,,,
O,recognised,,,,,
O,in,,,,,
O,the,,,,,
O,financial,,,,,
O,statements.,,,,,
O,In,,,,,
O,accordance,,,,,
O,with,,,,,
O,the,,,,,
O,transitional,,,,,
O,provisions,,,,,
O,in,,,,,
O,AASB,,,,,
O,9,,,,,
O,(,,,,,
O,7.2,,,,,
O,),,,,,
O,",",,,,,
O,the,,,,,
O,standard,,,,,
O,has,,,,,
O,been,,,,,
O,applied,,,,,
O,retrospectively.,,,,,
O,The,,,,,
O,accounting,,,,,
O,policies,,,,,
O,were,,,,,
O,changed,,,,,
O,to,,,,,
O,comply,,,,,
O,with,,,,,
O,AASB,,,,,
O,9,,,,,
O,as,,,,,
O,issued,,,,,
O,by,,,,,
O,the,,,,,
O,AASB,,,,,
O,in,,,,,
O,December,,,,,
O,2014.,,,,,
O,AASB,,,,,
O,9,,,,,
O,replaces,,,,,
O,the,,,,,
O,provisions,,,,,
O,of,,,,,
O,AASB,,,,,
O,139,,,,,
O,that,,,,,
O,relate,,,,,
O,to,,,,,
O,the,,,,,
O,recognition,,,,,
O,",",,,,,
O,classification,,,,,
O,and,,,,,
O,measurement,,,,,
O,of,,,,,
O,financial,,,,,
O,assets,,,,,
O,and,,,,,
O,financial,,,,,
O,liabilities,,,,,
O,;,,,,,
O,derecognition,,,,,
O,of,,,,,
O,financial,,,,,
O,instruments,,,,,
O,;,,,,,
O,impairment,,,,,
O,of,,,,,
O,financial,,,,,
O,assets,,,,,
O,and,,,,,
O,hedge,,,,,
O,accounting.,,,,,
O,AASB,,,,,
O,9,,,,,
O,also,,,,,
O,significantly,,,,,
O,amends,,,,,
O,other,,,,,
O,standards,,,,,
O,dealing,,,,,
O,with,,,,,
O,financial,,,,,
O,instruments,,,,,
O,such,,,,,
O,as,,,,,
O,AASB,,,,,
O,7,,,,,
O,Financial,,,,,
O,Instruments,,,,,
O,:,,,,,
O,Disclosures.,,,,,
O,Equity,,,,,
O,investments,,,,,
O,previously,,,,,
O,classified,,,,,
O,as,,,,,
O,available-for-sale,,,,,
O,The,,,,,
O,company,,,,,
O,elected,,,,,
O,to,,,,,
O,present,,,,,
O,in,,,,,
O,other,,,,,
O,comprehensive,,,,,
O,income,,,,,
O,changes,,,,,
O,in,,,,,
O,the,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,all,,,,,
O,its,,,,,
O,equity,,,,,
O,investments,,,,,
O,previously,,,,,
O,classified,,,,,
O,as,,,,,
O,available-for-sale,,,,,
O,",",,,,,
O,because,,,,,
O,these,,,,,
O,investments,,,,,
O,are,,,,,
O,not,,,,,
O,held,,,,,
O,for,,,,,
O,trading.,,,,,
O,As,,,,,
O,a,,,,,
O,result,,,,,
O,",",,,,,
O,assets,,,,,
O,with,,,,,
O,a,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,$270,,,,,
O,",",,,,,
O,680,,,,,
O,at,,,,,
O,30,,,,,
O,June,,,,,
O,2015,,,,,
O,and,,,,,
O,$188,,,,,
O,",",,,,,
O,617,,,,,
O,at,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,were,,,,,
O,reclassified,,,,,
O,from,,,,,
O,available-for-sale,,,,,
O,financial,,,,,
O,assets,,,,,
O,to,,,,,
O,financial,,,,,
O,assets,,,,,
O,at,,,,,
O,fair,,,,,
O,value,,,,,
O,through,,,,,
O,OCI,,,,,
O,and,,,,,
O,fair,,,,,
O,value,,,,,
O,losses,,,,,
O,of,,,,,
O,$38,,,,,
O,",",,,,,
O,836,,,,,
O,(,,,,,
O,2016,,,,,
O,),,,,,
O,and,,,,,
O,$1,,,,,
O,",",,,,,
O,144,,,,,
O,",",,,,,
O,954,,,,,
O,(,,,,,
O,2015,,,,,
O,),,,,,
O,were,,,,,
O,reclassified,,,,,
O,from,,,,,
O,the,,,,,
O,available-for-sale,,,,,
O,financial,,,,,
O,assets,,,,,
O,reserve,,,,,
O,to,,,,,
O,the,,,,,
O,financial,,,,,
O,assets,,,,,
O,at,,,,,
O,fair,,,,,
O,value,,,,,
O,through,,,,,
O,OCI,,,,,
O,reserve,,,,,
O,(,,,,,
O,“,,,,,
O,FVOCI,,,,,
O,”,,,,,
O,),,,,,
O,.,,,,,
O,Expenses,,,,,
O,for,,,,,
O,the,,,,,
O,2016,,,,,
O,financial,,,,,
O,year,,,,,
O,was,,,,,
O,$732,,,,,
O,",",,,,,
O,600,,,,,
O,lower,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,nil,,,,,
O,),,,,,
O,as,,,,,
O,there,,,,,
O,is,,,,,
O,no,,,,,
O,longer,,,,,
O,any,,,,,
O,reclassification,,,,,
O,of,,,,,
O,accumulated,,,,,
O,amounts,,,,,
O,from,,,,,
O,reserves,,,,,
O,to,,,,,
O,profit,,,,,
O,or,,,,,
O,loss,,,,,
O,on,,,,,
O,the,,,,,
O,disposal,,,,,
O,of,,,,,
O,these,,,,,
O,investments.,,,,,
O,No,,,,,
O,dividends,,,,,
O,were,,,,,
O,recognised,,,,,
O,during,,,,,
O,the,,,,,
O,period.,,,,,
O,NOTE,,,,,
O,7.,,,,,
O,REVERSAL,,,,,
O,OF,,,,,
O,EXPENSE,,,,,
O,ACCRUAL,,,,,
O,Due,,,,,
O,to,,,,,
O,the,,,,,
O,sale,,,,,
O,of,,,,,
O,the,,,,,
O,Four,,,,,
O,Mile,,,,,
O,Uranium,,,,,
O,Project,,,,,
O,",",,,,,
O,expense,,,,,
O,accruals,,,,,
O,relating,,,,,
O,to,,,,,
O,a,,,,,
O,consultant,,,,,
O,were,,,,,
O,reversed,,,,,
O,upon,,,,,
O,confirmation,,,,,
O,that,,,,,
O,the,,,,,
O,liability,,,,,
O,was,,,,,
O,no,,,,,
O,longer,,,,,
O,applicable.,,,,,
O,26,,,,,
O,ALLIANCE,,,,,
O,RESOURCES,,,,,
O,LIMITEDNotes,,,,,
O,to,,,,,
O,the,,,,,
O,financial,,,,,
O,statements,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,Consolidated,,,,,
O,Consolidated,,,,,
O,2016,,,,,
O,$,,,,,
O,2015,,,,,
O,$,,,,,
O,NOTE,,,,,
O,8.,,,,,
O,EXPENSES,,,,,
O,Profit/,,,,,
O,(,,,,,
O,loss,,,,,
O,),,,,,
O,before,,,,,
O,income,,,,,
O,tax,,,,,
O,includes,,,,,
O,the,,,,,
O,following,,,,,
O,specific,,,,,
O,expenses,,,,,
O,:,,,,,
O,Depreciation,,,,,
O,Plant,,,,,
O,and,,,,,
O,equipment,,,,,
O,10,,,,,
O,",",,,,,
O,914,,,,,
O,3,,,,,
O,",",,,,,
O,313,,,,,
O,Superannuation,,,,,
O,expense,,,,,
O,Defined,,,,,
O,contribution,,,,,
O,superannuation,,,,,
O,expense,,,,,
O,45,,,,,
O,",",,,,,
O,230,,,,,
O,46,,,,,
O,",",,,,,
O,094,,,,,
O,Employee,,,,,
O,benefits,,,,,
O,expense,,,,,
O,excluding,,,,,
O,superannuation,,,,,
O,Employee,,,,,
O,benefits,,,,,
O,expense,,,,,
O,excluding,,,,,
O,superannuation,,,,,
O,546,,,,,
O,",",,,,,
O,894,,,,,
O,511,,,,,
O,",",,,,,
O,330,,,,,
O,NOTE,,,,,
O,9.,,,,,
O,INCOME,,,,,
O,TAX,,,,,
O,EXPENSE/,,,,,
O,(,,,,,
O,BENEFIT,,,,,
O,),,,,,
O,The,,,,,
O,income,,,,,
O,tax,,,,,
O,expense,,,,,
O,or,,,,,
O,benefit,,,,,
O,for,,,,,
O,the,,,,,
O,period,,,,,
O,is,,,,,
O,the,,,,,
O,tax,,,,,
O,payable,,,,,
O,on,,,,,
O,future,,,,,
O,taxable,,,,,
O,profits,,,,,
O,will,,,,,
O,be,,,,,
O,available,,,,,
O,for,,,,,
O,the,,,,,
O,carrying,,,,,
O,amount,,,,,
O,to,,,,,
O,be,,,,,
O,that,,,,,
O,period's,,,,,
O,taxable,,,,,
O,income,,,,,
O,based,,,,,
O,on,,,,,
O,the,,,,,
O,applicable,,,,,
O,income,,,,,
O,tax,,,,,
O,rate,,,,,
O,recovered.,,,,,
O,Previously,,,,,
O,unrecognised,,,,,
O,deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,are,,,,,
O,recognised,,,,,
O,for,,,,,
O,each,,,,,
O,jurisdiction,,,,,
O,",",,,,,
O,adjusted,,,,,
O,by,,,,,
O,the,,,,,
O,changes,,,,,
O,in,,,,,
O,deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,and,,,,,
O,to,,,,,
O,the,,,,,
O,extent,,,,,
O,that,,,,,
O,it,,,,,
O,is,,,,,
O,probable,,,,,
O,that,,,,,
O,there,,,,,
O,are,,,,,
O,future,,,,,
O,taxable,,,,,
O,profits,,,,,
O,liabilities,,,,,
O,attributable,,,,,
O,to,,,,,
O,temporary,,,,,
O,differences,,,,,
O,",",,,,,
O,unused,,,,,
O,tax,,,,,
O,losses,,,,,
O,and,,,,,
O,available,,,,,
O,to,,,,,
O,recover,,,,,
O,the,,,,,
O,asset.,,,,,
O,the,,,,,
O,adjustment,,,,,
O,recognised,,,,,
O,for,,,,,
O,prior,,,,,
O,periods,,,,,
O,",",,,,,
O,where,,,,,
O,applicable.,,,,,
O,Deferred,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,and,,,,,
O,liabilities,,,,,
O,are,,,,,
O,offset,,,,,
O,only,,,,,
O,where,,,,,
O,there,,,,,
O,is,,,,,
O,a,,,,,
O,legally,,,,,
O,tax,,,,,
O,assets,,,,,
O,and,,,,,
O,liabilities,,,,,
O,are,,,,,
O,recognised,,,,,
O,for,,,,,
O,temporary,,,,,
O,differences,,,,,
O,at,,,,,
O,the,,,,,
O,enforceable,,,,,
O,right,,,,,
O,to,,,,,
O,offset,,,,,
O,current,,,,,
O,tax,,,,,
O,assets,,,,,
O,against,,,,,
O,current,,,,,
O,tax,,,,,
O,liabilities,,,,,
O,tax,,,,,
O,rates,,,,,
O,expected,,,,,
O,to,,,,,
O,be,,,,,
O,applied,,,,,
O,when,,,,,
O,the,,,,,
O,assets,,,,,
O,are,,,,,
O,recovered,,,,,
O,or,,,,,
O,and,,,,,
O,deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,against,,,,,
O,deferred,,,,,
O,tax,,,,,
O,liabilities,,,,,
O,;,,,,,
O,and,,,,,
O,they,,,,,
O,relate,,,,,
O,to,,,,,
O,liabilities,,,,,
O,are,,,,,
O,settled,,,,,
O,",",,,,,
O,based,,,,,
O,on,,,,,
O,those,,,,,
O,tax,,,,,
O,rates,,,,,
O,that,,,,,
O,are,,,,,
O,enacted,,,,,
O,or,,,,,
O,the,,,,,
O,same,,,,,
O,taxable,,,,,
O,authority,,,,,
O,on,,,,,
O,either,,,,,
O,the,,,,,
O,same,,,,,
O,taxable,,,,,
O,entity,,,,,
O,or,,,,,
O,different,,,,,
O,substantively,,,,,
O,enacted,,,,,
O,",",,,,,
O,except,,,,,
O,for,,,,,
O,:,,,,,
O,taxable,,,,,
O,entities,,,,,
O,which,,,,,
O,intend,,,,,
O,to,,,,,
O,settle,,,,,
O,simultaneously.,,,,,
O,s,,,,,
O,When,,,,,
O,the,,,,,
O,deferred,,,,,
O,income,,,,,
O,tax,,,,,
O,asset,,,,,
O,or,,,,,
O,liability,,,,,
O,arises,,,,,
O,from,,,,,
O,the,,,,,
O,initial,,,,,
O,Tax,,,,,
O,Consolidation,,,,,
O,recognition,,,,,
O,of,,,,,
O,goodwill,,,,,
O,or,,,,,
O,an,,,,,
O,asset,,,,,
O,or,,,,,
O,liability,,,,,
O,in,,,,,
O,a,,,,,
O,transaction,,,,,
O,that,,,,,
O,is,,,,,
O,Alliance,,,,,
O,Resources,,,,,
O,Limited,,,,,
O,(,,,,,
O,the,,,,,
O,'head,,,,,
O,entity',,,,,
O,),,,,,
O,and,,,,,
O,its,,,,,
O,wholly-owned,,,,,
O,not,,,,,
O,a,,,,,
O,business,,,,,
O,combination,,,,,
O,and,,,,,
O,that,,,,,
O,",",,,,,
O,at,,,,,
O,the,,,,,
O,time,,,,,
O,of,,,,,
O,the,,,,,
O,transaction,,,,,
O,",",,,,,
O,Australian,,,,,
O,subsidiaries,,,,,
O,have,,,,,
O,formed,,,,,
O,an,,,,,
O,income,,,,,
O,tax,,,,,
O,consolidated,,,,,
O,group,,,,,
O,affects,,,,,
O,neither,,,,,
O,the,,,,,
O,accounting,,,,,
O,nor,,,,,
O,taxable,,,,,
O,profits,,,,,
O,;,,,,,
O,or,,,,,
O,under,,,,,
O,the,,,,,
O,tax,,,,,
O,consolidation,,,,,
O,regime.,,,,,
O,The,,,,,
O,head,,,,,
O,entity,,,,,
O,and,,,,,
O,each,,,,,
O,subsidiary,,,,,
O,s,,,,,
O,When,,,,,
O,the,,,,,
O,taxable,,,,,
O,temporary,,,,,
O,difference,,,,,
O,is,,,,,
O,associated,,,,,
O,with,,,,,
O,interests,,,,,
O,in,,,,,
O,in,,,,,
O,the,,,,,
O,tax,,,,,
O,consolidated,,,,,
O,group,,,,,
O,continue,,,,,
O,to,,,,,
O,account,,,,,
O,for,,,,,
O,their,,,,,
O,own,,,,,
O,current,,,,,
O,subsidiaries,,,,,
O,",",,,,,
O,associates,,,,,
O,or,,,,,
O,joint,,,,,
O,ventures,,,,,
O,",",,,,,
O,and,,,,,
O,the,,,,,
O,timing,,,,,
O,of,,,,,
O,the,,,,,
O,and,,,,,
O,deferred,,,,,
O,tax,,,,,
O,amounts.,,,,,
O,The,,,,,
O,tax,,,,,
O,consolidated,,,,,
O,group,,,,,
O,has,,,,,
O,applied,,,,,
O,the,,,,,
O,reversal,,,,,
O,can,,,,,
O,be,,,,,
O,controlled,,,,,
O,and,,,,,
O,it,,,,,
O,is,,,,,
O,probable,,,,,
O,that,,,,,
O,the,,,,,
O,temporary,,,,,
O,'separate,,,,,
O,taxpayer,,,,,
O,within,,,,,
O,group',,,,,
O,approach,,,,,
O,in,,,,,
O,determining,,,,,
O,the,,,,,
O,difference,,,,,
O,will,,,,,
O,not,,,,,
O,reverse,,,,,
O,in,,,,,
O,the,,,,,
O,foreseeable,,,,,
O,future.,,,,,
O,appropriate,,,,,
O,amount,,,,,
O,of,,,,,
O,taxes,,,,,
O,to,,,,,
O,allocate,,,,,
O,to,,,,,
O,members,,,,,
O,of,,,,,
O,the,,,,,
O,tax,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,are,,,,,
O,recognised,,,,,
O,for,,,,,
O,deductible,,,,,
O,temporary,,,,,
O,differences,,,,,
O,consolidated,,,,,
O,group.,,,,,
O,and,,,,,
O,unused,,,,,
O,tax,,,,,
O,losses,,,,,
O,only,,,,,
O,if,,,,,
O,it,,,,,
O,is,,,,,
O,probable,,,,,
O,that,,,,,
O,future,,,,,
O,taxable,,,,,
O,amounts,,,,,
O,In,,,,,
O,addition,,,,,
O,to,,,,,
O,its,,,,,
O,own,,,,,
O,current,,,,,
O,and,,,,,
O,deferred,,,,,
O,tax,,,,,
O,amounts,,,,,
O,",",,,,,
O,the,,,,,
O,head,,,,,
O,entity,,,,,
O,will,,,,,
O,be,,,,,
O,available,,,,,
O,to,,,,,
O,utilise,,,,,
O,those,,,,,
O,temporary,,,,,
O,differences,,,,,
O,and,,,,,
O,losses.,,,,,
O,also,,,,,
O,recognises,,,,,
O,the,,,,,
O,current,,,,,
O,tax,,,,,
O,liabilities,,,,,
O,(,,,,,
O,or,,,,,
O,assets,,,,,
O,),,,,,
O,and,,,,,
O,the,,,,,
O,deferred,,,,,
O,tax,,,,,
O,The,,,,,
O,carrying,,,,,
O,amount,,,,,
O,of,,,,,
O,recognised,,,,,
O,and,,,,,
O,unrecognised,,,,,
O,deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,arising,,,,,
O,from,,,,,
O,unused,,,,,
O,tax,,,,,
O,losses,,,,,
O,and,,,,,
O,unused,,,,,
O,tax,,,,,
O,credits,,,,,
O,assumed,,,,,
O,assets,,,,,
O,are,,,,,
O,reviewed,,,,,
O,at,,,,,
O,each,,,,,
O,reporting,,,,,
O,date.,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,from,,,,,
O,each,,,,,
O,subsidiary,,,,,
O,in,,,,,
O,the,,,,,
O,tax,,,,,
O,consolidated,,,,,
O,group.,,,,,
O,recognised,,,,,
O,are,,,,,
O,reduced,,,,,
O,to,,,,,
O,the,,,,,
O,extent,,,,,
O,that,,,,,
O,it,,,,,
O,is,,,,,
O,no,,,,,
O,longer,,,,,
O,probable,,,,,
O,that,,,,,
O,ANNUAL,,,,,
O,REPORT,,,,,
O,2016,,,,,
O,27Notes,,,,,
O,to,,,,,
O,the,,,,,
O,financial,,,,,
O,statements,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,Consolidated,,,,,
O,Consolidated,,,,,
O,2016,,,,,
O,$,,,,,
O,2015,,,,,
O,$,,,,,
O,The,,,,,
O,components,,,,,
O,of,,,,,
O,income,,,,,
O,tax,,,,,
O,expense,,,,,
O,/,,,,,
O,(,,,,,
O,benefit,,,,,
O,),,,,,
O,comprise,,,,,
O,:,,,,,
O,Current,,,,,
O,tax,,,,,
O,Current,,,,,
O,income,,,,,
O,tax,,,,,
O,charge/,,,,,
O,(,,,,,
O,benefit,,,,,
O,),,,,,
O,18,,,,,
O,",",,,,,
O,983,,,,,
O,",",,,,,
O,620,,,,,
O,(,,,,,
O,4,,,,,
O,",",,,,,
O,257,,,,,
O,",",,,,,
O,644,,,,,
O,),,,,,
O,Adjustments,,,,,
O,in,,,,,
O,respect,,,,,
O,of,,,,,
O,previous,,,,,
O,years,,,,,
O,17,,,,,
O,",",,,,,
O,952,,,,,
O,(,,,,,
O,701,,,,,
O,",",,,,,
O,165,,,,,
O,),,,,,
O,Deferred,,,,,
O,tax,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,relating,,,,,
O,to,,,,,
O,origination,,,,,
O,and,,,,,
O,reversal,,,,,
O,of,,,,,
O,temporary,,,,,
O,differences,,,,,
O,(,,,,,
O,4,,,,,
O,",",,,,,
O,043,,,,,
O,",",,,,,
O,264,,,,,
O,),,,,,
O,2,,,,,
O,",",,,,,
O,878,,,,,
O,",",,,,,
O,019,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,now,,,,,
O,recognised,,,,,
O,(,,,,,
O,18,,,,,
O,",",,,,,
O,983,,,,,
O,",",,,,,
O,620,,,,,
O,),,,,,
O,-,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,not,,,,,
O,brought,,,,,
O,to,,,,,
O,account,,,,,
O,4,,,,,
O,",",,,,,
O,025,,,,,
O,",",,,,,
O,312,,,,,
O,2,,,,,
O,",",,,,,
O,080,,,,,
O,",",,,,,
O,790,,,,,
O,Income,,,,,
O,tax,,,,,
O,expense,,,,,
O,-,,,,,
O,-,,,,,
O,Numerical,,,,,
O,reconciliation,,,,,
O,of,,,,,
O,income,,,,,
O,tax,,,,,
O,expense/,,,,,
O,(,,,,,
O,benefit,,,,,
O,),,,,,
O,and,,,,,
O,tax,,,,,
O,at,,,,,
O,the,,,,,
O,statutory,,,,,
O,rate,,,,,
O,Profit/,,,,,
O,(,,,,,
O,loss,,,,,
O,),,,,,
O,before,,,,,
O,income,,,,,
O,tax,,,,,
O,expense,,,,,
O,47,,,,,
O,",",,,,,
O,187,,,,,
O,",",,,,,
O,795,,,,,
O,(,,,,,
O,3,,,,,
O,",",,,,,
O,125,,,,,
O,",",,,,,
O,567,,,,,
O,),,,,,
O,Tax,,,,,
O,at,,,,,
O,the,,,,,
O,statutory,,,,,
O,tax,,,,,
O,rate,,,,,
O,of,,,,,
O,30%,,,,,
O,14,,,,,
O,",",,,,,
O,156,,,,,
O,",",,,,,
O,339,,,,,
O,(,,,,,
O,937,,,,,
O,",",,,,,
O,670,,,,,
O,),,,,,
O,Tax,,,,,
O,effect,,,,,
O,amounts,,,,,
O,which,,,,,
O,are,,,,,
O,not,,,,,
O,deductible/,,,,,
O,(,,,,,
O,taxable,,,,,
O,),,,,,
O,in,,,,,
O,calculating,,,,,
O,taxable,,,,,
O,income,,,,,
O,:,,,,,
O,Deferred,,,,,
O,share,,,,,
O,rights,,,,,
O,and,,,,,
O,options,,,,,
O,-,,,,,
O,(,,,,,
O,441,,,,,
O,",",,,,,
O,955,,,,,
O,),,,,,
O,Non-deductible,,,,,
O,Chilean,,,,,
O,expenses,,,,,
O,563,,,,,
O,",",,,,,
O,670,,,,,
O,-,,,,,
O,Loss,,,,,
O,on,,,,,
O,disposal,,,,,
O,of,,,,,
O,shares,,,,,
O,219,,,,,
O,",",,,,,
O,780,,,,,
O,-,,,,,
O,Other,,,,,
O,non-deductible,,,,,
O,expenses,,,,,
O,568,,,,,
O,-,,,,,
O,14,,,,,
O,",",,,,,
O,940,,,,,
O,",",,,,,
O,357,,,,,
O,(,,,,,
O,1,,,,,
O,",",,,,,
O,379,,,,,
O,",",,,,,
O,625,,,,,
O,),,,,,
O,Prior,,,,,
O,year,,,,,
O,tax,,,,,
O,losses,,,,,
O,not,,,,,
O,previously,,,,,
O,recognised,,,,,
O,and,,,,,
O,now,,,,,
O,recognised,,,,,
O,(,,,,,
O,18,,,,,
O,",",,,,,
O,983,,,,,
O,",",,,,,
O,620,,,,,
O,),,,,,
O,-,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,not,,,,,
O,brought,,,,,
O,to,,,,,
O,account,,,,,
O,4,,,,,
O,",",,,,,
O,025,,,,,
O,",",,,,,
O,312,,,,,
O,2,,,,,
O,",",,,,,
O,080,,,,,
O,",",,,,,
O,790,,,,,
O,Adjustments,,,,,
O,in,,,,,
O,respect,,,,,
O,of,,,,,
O,prior,,,,,
O,periods,,,,,
O,17,,,,,
O,",",,,,,
O,951,,,,,
O,(,,,,,
O,701,,,,,
O,",",,,,,
O,165,,,,,
O,),,,,,
O,Income,,,,,
O,tax,,,,,
O,expense/,,,,,
O,(,,,,,
O,benefit,,,,,
O,),,,,,
O,-,,,,,
O,-,,,,,
O,Tax,,,,,
O,losses,,,,,
O,not,,,,,
O,recognised,,,,,
O,Unused,,,,,
O,tax,,,,,
O,losses,,,,,
O,for,,,,,
O,which,,,,,
O,no,,,,,
O,deferred,,,,,
O,tax,,,,,
O,asset,,,,,
O,has,,,,,
O,been,,,,,
O,recognised,,,,,
O,25,,,,,
O,",",,,,,
O,562,,,,,
O,",",,,,,
O,221,,,,,
O,88,,,,,
O,",",,,,,
O,900,,,,,
O,",",,,,,
O,794,,,,,
O,Potential,,,,,
O,tax,,,,,
O,benefit,,,,,
O,@,,,,,
O,30%,,,,,
O,7,,,,,
O,",",,,,,
O,668,,,,,
O,",",,,,,
O,666,,,,,
O,26,,,,,
O,",",,,,,
O,670,,,,,
O,",",,,,,
O,238,,,,,
O,The,,,,,
O,above,,,,,
O,potential,,,,,
O,tax,,,,,
O,benefit,,,,,
O,for,,,,,
O,tax,,,,,
O,losses,,,,,
O,has,,,,,
O,not,,,,,
O,been,,,,,
O,recognised,,,,,
O,in,,,,,
O,the,,,,,
O,statement,,,,,
O,of,,,,,
O,financial,,,,,
O,position.,,,,,
O,These,,,,,
O,tax,,,,,
O,losses,,,,,
O,can,,,,,
O,only,,,,,
O,be,,,,,
O,utilised,,,,,
O,in,,,,,
O,the,,,,,
O,future,,,,,
O,if,,,,,
O,the,,,,,
O,continuity,,,,,
O,of,,,,,
O,ownership,,,,,
O,test,,,,,
O,is,,,,,
O,passed,,,,,
O,",",,,,,
O,or,,,,,
O,failing,,,,,
O,that,,,,,
O,",",,,,,
O,the,,,,,
O,same,,,,,
O,business,,,,,
O,test,,,,,
O,is,,,,,
O,passed.,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,assets,,,,,
O,and,,,,,
O,liabilities,,,,,
O,not,,,,,
O,recognised,,,,,
O,Deferred,,,,,
O,tax,,,,,
O,liabilities,,,,,
O,comprises,,,,,
O,:,,,,,
O,Prepayments,,,,,
O,-,,,,,
O,(,,,,,
O,5,,,,,
O,",",,,,,
O,179,,,,,
O,),,,,,
O,Exploration,,,,,
O,and,,,,,
O,evaluation,,,,,
O,(,,,,,
O,20,,,,,
O,",",,,,,
O,804,,,,,
O,),,,,,
O,(,,,,,
O,3,,,,,
O,",",,,,,
